StartDate,EndDate,IPAddress,Progress,Duration.s,Finished,RecordedDate,responseID,LocationLatitude,LocationLongitude,operateType,percentCom,percentGov,operateFresh,operateMarine,wasInElodea,pax,hCostHigh,hCostLow,freshOutside,locOutside,purchaseOutside,purchaseYear,purchaseType,purchaseLoc,multiOwn,multiOwnEmail,age,persIncomeBtax,CleanDrainDry,sportfishConc,boatingSafetyConc,recValueConc,businessConc,realEstateConc,subsistConc,biodivConc,commFishConc,volunteer,emailAsk,mapResponses
8/28/2018 20:23,8/28/2018 20:24,24.237.75.79,100,78,TRUE,8/28/2018 20:24,R_1LbYgYeqUC4D48N,61.08070374,-149.7091064,I operate boat(s) for personal reasons,,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
8/28/2018 20:33,8/28/2018 20:34,69.178.5.221,100,47,TRUE,8/28/2018 20:34,R_1NkswicpNJara8d,61.21490479,-149.2583008,I operate boat(s) for personal reasons,,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
8/28/2018 23:55,8/29/2018 0:05,64.4.224.100,100,613,TRUE,8/29/2018 0:05,R_2Y9sbaCDYcQEUEH,61.52349854,-149.5747986,I operate boat(s) for personal reasons,,,Yes,No,I DID NOT operate a boat in any of the waterbodies listed,1,0,0,No,,No,,,,No,,64,"$75,001 - $100,000",Every time,5,3,2,1,1,5,5,2,,gaveEmail,"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""properties"":{""zoomLevel"":7,""orderCreated"":1,""trackName"":""fish"",""boatLaunchTransport"":""inStateFreshwater"",""trackFrequency"":""Up to 4"",""trackFrequencyWithElodea"":""Up to 4"",""primaryPurpose"":""Sport Fishing"",""rank"":1},""geometry"":{""type"":""LineString"",""coordinates"":[[-149.28222656250003,61.616843178481375],[-149.34814453125003,61.501734289732326]]}}]}"
8/29/2018 7:49,8/29/2018 7:50,24.237.69.50,100,20,TRUE,8/29/2018 7:50,R_88iKGaLWhamNSrD,61.08070374,-149.7091064,I operate boat(s) for personal reasons,,,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,
8/29/2018 8:09,8/29/2018 8:27,209.165.150.234,100,1082,TRUE,8/29/2018 8:27,R_1gjfOLZSD1PRB2f,61.145401,-149.7664032,I operate boat(s) for personal reasons,,,Yes,No,I DID NOT operate a boat in any of the waterbodies listed,2,45,35,No,,No,,,,No,,60,"$150,001 - $200,000",Every time,5,3,3,1,2,2,2,1,,,"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""properties"":{""zoomLevel"":12,""orderCreated"":1,""trackName"":""MIddle Kenai RIver Dow Island to Skilak Lake"",""boatLaunchTransport"":""outOfStateFreshwater"",""trackFrequency"":""11 to 20"",""trackFrequencyWithElodea"":""11 to 20"",""primaryPurpose"":""Sport Fishing"",""rank"":1},""geometry"":{""type"":""LineString"",""coordinates"":[[-150.6625625677407,60.49950767639303],[-150.66545333946126,60.48918643499499],[-150.65172042930501,60.490860659795175],[-150.62208482762801,60.48979187917637],[-150.62497557839381,60.483385228201264],[-150.60690993675962,60.48124713900217],[-150.5888374638744,60.47412480941832],[-150.60040055075663,60.469491914938104],[-150.59750975808131,60.465217152373505],[-150.58016512775794,60.46628674279949],[-150.57510455371815,60.46022753037827],[-150.56209261296317,60.459872060281796],[-150.5360756046139,60.463792109855355],[-150.55197829613462,60.4620115581078],[-150.59895861195403,60.47910890887939],[-150.61558227287608,60.48302663571015],[-150.63653870718556,60.489081592851434]]}},{""type"":""Feature"",""properties"":{""zoomLevel"":12,""orderCreated"":2,""trackName"":""Middle Kenai RIver"",""boatLaunchTransport"":""inStateFreshwater"",""trackFrequency"":""11 to 20"",""trackFrequencyWithElodea"":""11 to 20"",""primaryPurpose"":""Sport Fishing"",""rank"":2},""geometry"":{""type"":""LineString"",""coordinates"":[[-150.6553184660152,60.49077270995665],[-150.65423355437818,60.495578414933256],[-150.66363029647618,60.499137420391186],[-150.67411195021125,60.49949245537266],[-150.68314477102834,60.50198434449286],[-150.68314477102834,60.50483101856917],[-150.67411195021125,60.50394188053251],[-150.67916908767077,60.505365165440466],[-150.66869087051603,60.50109512836185],[-150.6600185343996,60.498959904022065],[-150.65387306967753,60.49397546403379],[-150.65753975417468,60.4932196154254]]}},{""type"":""Feature"",""properties"":{""zoomLevel"":12,""orderCreated"":3,""trackName"":""Lower Kenai- Dip Net"",""boatLaunchTransport"":""inStateFreshwater"",""trackFrequency"":""Up to 4"",""trackFrequencyWithElodea"":""Up to 4"",""primaryPurpose"":""Sport Fishing"",""rank"":3},""geometry"":{""type"":""LineString"",""coordinates"":[[-151.22152977157387,60.54596998407287],[-151.2320114148315,60.54134904026887],[-151.24248963198627,60.54046090424568],[-151.250080493046,60.538328268315716],[-151.25116539420563,60.53352890101769],[-151.2479106907267,60.52712752069646],[-151.24393501784655,60.52268296468111],[-151.23779296875003,60.52072655548303],[-151.22622986091304,60.524639245392336],[-151.21827850467528,60.526238994407834],[-151.23056602897122,60.5233941956784],[-151.24501991900618,60.52481663143678],[-151.25044097774665,60.53050571879166],[-151.25225029536523,60.5360181784492],[-151.24646530486646,60.53975004293431],[-151.23634758288972,60.54117174994314],[-151.22622986091304,60.54366043449102]]}}]}"
8/29/2018 8:28,8/29/2018 8:38,199.19.248.84,100,607,TRUE,8/29/2018 8:38,R_27doxRY2YFgKADU,37.78059387,-121.9904022,I operate boat(s) for personal reasons,,,Yes,Yes,I DID NOT operate a boat in any of the waterbodies listed,1,5,0,No,,No,,,,No,,50,"$200,001 - $250,000",Every time,5,2,5,1,1,5,3,3,"Reporting: keeping an eye out for invasive plants and animals after each boat trip and report sightings?(Note, convenient and user-friendly reporting tools are available, such as smart phone apps.),Monitoring: a more involved protocol not only keeping an eye out for invasives but collecting water samples, etc.",gaveEmail,"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""properties"":{""zoomLevel"":7,""orderCreated"":1,""trackName"":""Anchor"",""boatLaunchTransport"":""marineWaters"",""trackFrequency"":""Up to 4"",""trackFrequencyWithElodea"":""Up to 4"",""primaryPurpose"":""Sport Fishing"",""rank"":1},""geometry"":{""type"":""LineString"",""coordinates"":[[-152.02880859375003,59.734253447591364],[-152.13867187500003,59.89995826181929],[-152.51220703125003,59.567723306212955],[-151.88598632812503,59.67883523696079]]}},{""type"":""Feature"",""properties"":{""zoomLevel"":9,""orderCreated"":2,""trackName"":""Kenai"",""boatLaunchTransport"":""inStateFreshwater"",""trackFrequency"":""Up to 4"",""trackFrequencyWithElodea"":""Up to 4"",""primaryPurpose"":""Sport Fishing"",""rank"":2},""geometry"":{""type"":""LineString"",""coordinates"":[[-149.79858398437503,60.48564493868576],[-150.11444091796878,60.47752543910902]]}},{""type"":""Feature"",""properties"":{""zoomLevel"":9,""orderCreated"":3,""trackName"":""Kasilof"",""boatLaunchTransport"":""inStateFreshwater"",""trackFrequency"":""Up to 4"",""trackFrequencyWithElodea"":""Up to 4"",""primaryPurpose"":""Sport Fishing"",""rank"":3},""geometry"":{""type"":""LineString"",""coordinates"":[[-151.14990234375003,60.235720944615956],[-151.24877929687503,60.314708188485575]]}}]}"
8/29/2018 8:53,8/29/2018 9:02,12.17.186.19,100,521,TRUE,8/29/2018 9:02,R_3qyPMBCJu7nOA3D,61.15939331,-149.8865051,I operate boat(s) for personal reasons,,,Yes,Yes,I DID NOT operate a boat in any of the waterbodies listed,2,8,8,No,,No,,,,No,,,"More than $250,000",Every time,2,1,5,5,5,5,3,4,,,"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""properties"":{""zoomLevel"":12,""orderCreated"":1,""trackName"":""Big lake"",""boatLaunchTransport"":""inStateFreshwater"",""trackFrequency"":""11 to 20"",""trackFrequencyWithElodea"":""11 to 20"",""primaryPurpose"":""Cabin"",""rank"":1},""geometry"":{""type"":""LineString"",""coordinates"":[[-149.85992430243644,61.54069672151747],[-149.85557556152347,61.53715174348053],[-149.84287261962893,61.54320523356102]]}},{""type"":""Feature"",""properties"":{""zoomLevel"":12,""orderCreated"":2,""trackName"":""biglake"",""boatLaunchTransport"":""inStateFreshwater"",""trackFrequency"":""11 to 20"",""trackFrequencyWithElodea"":""11 to 20"",""primaryPurpose"":""Cabin"",""rank"":2},""geometry"":{""type"":""LineString"",""coordinates"":[[-149.88338470458987,61.54304164123453],[-149.84870910644534,61.539769613717354]]}}]}"
8/29/2018 11:21,8/29/2018 11:21,24.237.3.107,100,34,TRUE,8/29/2018 11:21,R_RqXenvon45Lxrhf,58.58129883,-134.7698059,I operate boat(s) for personal reasons,,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
8/29/2018 11:36,8/29/2018 11:44,199.158.14.148,100,428,TRUE,8/29/2018 11:44,R_1jKdXoaykxea0dt,61.11199951,-149.9044037,I operate boat(s) for personal reasons,,,Yes,No,I DID NOT operate a boat in any of the waterbodies listed,4,,0,No,,No,,,,No,,46,"$100,001 - $125,000",Never,5,2,5,5,3,5,5,5,"Reporting: keeping an eye out for invasive plants and animals after each boat trip and report sightings?(Note, convenient and user-friendly reporting tools are available, such as smart phone apps.)",,"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""properties"":{""zoomLevel"":12,""orderCreated"":1,""trackName"":""Nancy lake Canoe"",""boatLaunchTransport"":""inStateFreshwater"",""trackFrequency"":""Up to 4"",""trackFrequencyWithElodea"":""Up to 4"",""primaryPurpose"":""Sport Fishing"",""rank"":1},""geometry"":{""type"":""LineString"",""coordinates"":[[-150.0994617432298,61.68774734526629],[-150.0276798369305,61.693554938931506],[-150.02571601988168,61.66780564195718],[-150.082281880168,61.66020215908269],[-150.1061531213054,61.662995420206684],[-150.098582837818,61.684847208734624]]}}]}"
8/29/2018 11:38,8/29/2018 11:51,23.235.111.207,100,779,TRUE,8/29/2018 11:51,R_1FSevhM9Y4aZiFU,58.58129883,-134.7698059,I operate boat(s) commercially,80%,,Yes,Yes,I DID NOT operate a boat in any of the waterbodies listed,2,50,25,No,,Yes,2018,Used,Washington,No,,34,"$50,001 - $75,000",75% of the time,5,1,5,1,1,5,5,5,,,"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""properties"":{""zoomLevel"":12,""orderCreated"":1,""trackName"":""work trip"",""boatLaunchTransport"":""marineWaters"",""trackFrequency"":""75 to 100"",""trackFrequencyWithElodea"":""Up to 4"",""primaryPurpose"":""Other"",""rank"":1},""geometry"":{""type"":""LineString"",""coordinates"":[[-134.43489074707034,58.30570111998224],[-134.38613891601565,58.27556528321904],[-134.33189392089847,58.26130046824359],[-134.38442230224612,58.27755106778093]]}},{""type"":""Feature"",""properties"":{""zoomLevel"":12,""orderCreated"":2,""trackName"":""work route"",""boatLaunchTransport"":""marineWaters"",""trackFrequency"":""75 to 100"",""trackFrequencyWithElodea"":""Up to 4"",""primaryPurpose"":""Other"",""rank"":2},""geometry"":{""type"":""LineString"",""coordinates"":[[-134.7902297973633,58.49136131088107],[-134.79263305664065,58.49566736161886],[-134.79400634765628,58.49207902266863]]}}]}"
8/29/2018 12:16,8/29/2018 12:37,206.174.15.155,100,1252,TRUE,8/29/2018 12:37,R_3r0rjU9nGSJDsBy,61.21490479,-149.2583008,I operate boat(s) for personal reasons,,,Yes,No,I DID NOT operate a boat in any of the waterbodies listed,4,100,50,No,,No,,,,Yes,gaveEmail,67,"Less than $25,000",75% of the time,5,1,1,1,1,5,1,1,,gaveEmail,"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""properties"":{""zoomLevel"":11,""orderCreated"":1,""trackName"":""eagle rock to city dock"",""boatLaunchTransport"":""inStateFreshwater"",""trackFrequency"":""Up to 4"",""trackFrequencyWithElodea"":""Up to 4"",""primaryPurpose"":""Subsistence Fishing"",""rank"":1},""geometry"":{""type"":""LineString"",""coordinates"":[[-151.11076354980472,60.548502188078515],[-151.22749328613284,60.54512586791046]]}}]}"
8/29/2018 12:51,8/29/2018 12:52,216.67.123.16,100,53,TRUE,8/29/2018 12:52,R_2UhEfw3mDIuzTu6,64.83779907,-147.7164001,I operate boat(s) for personal reasons,,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
8/29/2018 13:09,8/29/2018 13:10,69.178.84.1,100,59,TRUE,8/29/2018 13:10,R_1Qu21p1YgxwFe6k,64.83779907,-147.7164001,I operate boat(s) for personal reasons,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/29/2018 13:17,8/29/2018 13:18,69.178.49.60,100,29,TRUE,8/29/2018 13:18,R_2ZIUCcmNbWMUUAt,61.17770386,-149.6383972,I operate boat(s) for personal reasons,,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
8/29/2018 13:22,8/29/2018 13:23,66.223.156.235,100,43,TRUE,8/29/2018 13:23,R_3e2JVzuHawgobeR,61.15939331,-149.8865051,I operate boat(s) for personal reasons,,,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
8/29/2018 13:11,8/29/2018 13:26,158.145.224.113,100,900,TRUE,8/29/2018 13:26,R_u7y4gwk9E9ZkDxT,61.21809387,-149.9002991,I operate boat(s) for personal reasons,,,Yes,Yes,I DID NOT operate a boat in any of the waterbodies listed,2,42,42,No,,No,,,,No,,35,"$100,001 - $125,000",Every time,5,1,4,3,3,5,4,2,"Monitoring: a more involved protocol not only keeping an eye out for invasives but collecting water samples, etc.",,"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""properties"":{""zoomLevel"":12,""orderCreated"":1,""trackName"":""big lake"",""boatLaunchTransport"":""marineWaters"",""trackFrequency"":""Up to 4"",""trackFrequencyWithElodea"":""Up to 4"",""primaryPurpose"":""Cabin"",""rank"":4},""geometry"":{""type"":""LineString"",""coordinates"":[[-149.84973907470706,61.54069672318011],[-149.85420227050784,61.5374244485904],[-149.8631286621094,61.53578818200676],[-149.87033843994143,61.53726082581081],[-149.88304138183597,61.539224242278934],[-149.88956451416018,61.54216913426968],[-149.88956451416018,61.544459412764255],[-149.88338470458987,61.54625879879804],[-149.87480163574222,61.54625879879804],[-149.87102508544925,61.54396865302111],[-149.8679351806641,61.540860327859725],[-149.86690521240237,61.538078931089466],[-149.85900878906253,61.53447910667831]]}},{""type"":""Feature"",""properties"":{""zoomLevel"":12,""orderCreated"":2,""trackName"":""PWS 1"",""boatLaunchTransport"":""marineWaters"",""trackFrequency"":""Up to 4"",""trackFrequencyWithElodea"":""Up to 4"",""primaryPurpose"":""Sport Fishing"",""rank"":2},""geometry"":{""type"":""LineString"",""coordinates"":[[-148.69068145751956,60.77659627851085],[-148.6711120605469,60.79100798969775],[-148.58390808105472,60.808594897015396],[-148.53755950927737,60.81278083236679],[-148.4506988525391,60.80959957142627],[-148.35113525390628,60.77793717625654],[-148.18290710449222,60.827845667420455],[-148.1101226806641,60.883690964686295],[-148.09844970703128,60.88101796658149],[-148.09844970703128,60.87366606732097],[-148.11836242675784,60.8866978199517],[-148.28384399414065,60.802398707981446],[-148.36212158203128,60.78933254234718],[-148.4403991699219,60.80909723816251],[-148.5173034667969,60.81412021606362],[-148.64982604980472,60.794358621521745],[-148.69068145751956,60.77676389379692]]}},{""type"":""Feature"",""properties"":{""zoomLevel"":12,""orderCreated"":3,""trackName"":""PWS2"",""boatLaunchTransport"":""marineWaters"",""trackFrequency"":""Up to 4"",""trackFrequencyWithElodea"":""Up to 4"",""primaryPurpose"":""Sport Fishing"",""rank"":1},""geometry"":{""type"":""LineString"",""coordinates"":[[-148.68896484375003,60.776931508206445],[-148.61480712890628,60.80072385643073],[-148.52348327636722,60.81278083236679],[-148.41979980468753,60.80139380756385],[-148.3525085449219,60.77994841769396],[-148.21929931640628,60.76486103010837],[-148.2309722900391,60.74037082887683],[-148.24951171875003,60.72627210281164],[-148.24951171875003,60.71250308856752],[-148.2426452636719,60.70544838111038],[-148.24470520019534,60.69536754125233],[-148.22685241699222,60.67351487659885],[-148.2035064697266,60.656022055989176],[-148.16780090332034,60.61359617982331],[-148.0826568603516,60.60281246173547],[-148.0284118652344,60.567740486263446],[-147.94670104980472,60.51573701259982],[-147.93090820312503,60.5147231279328],[-147.70706176757815,60.518102620094275],[-147.68096923828128,60.51573701259982],[-147.67410278320315,60.49105680947361],[-147.66380310058597,60.4917332298261],[-147.6816558837891,60.50289212872373],[-147.68989562988284,60.51979223396951],[-148.03459167480472,60.68124905478502],[-148.1101226806641,60.75412790062514],[-148.21105957031253,60.772573248676586],[-148.34564208984378,60.784975969119856],[-148.4294128417969,60.80742273701421],[-148.5605621337891,60.81211111949788],[-148.64707946777347,60.79770890286391],[-148.6879348754883,60.77894281275215]]}},{""type"":""Feature"",""properties"":{""zoomLevel"":12,""orderCreated"":4,""trackName"":""PWS3"",""boatLaunchTransport"":""marineWaters"",""trackFrequency"":""Up to 4"",""trackFrequencyWithElodea"":""Up to 4"",""primaryPurpose"":""Sport Fishing"",""rank"":3},""geometry"":{""type"":""LineString"",""coordinates"":[[-148.68999481201175,60.77659627851085],[-148.64433288574222,60.79586629149636],[-148.5550689697266,60.81177625780821],[-148.44898223876956,60.80959957142627],[-148.40057373046878,60.79067290723788],[-148.22410583496097,60.76754375132123],[-148.15063476562503,60.763519585333896],[-148.10188293457034,60.74909550971602],[-147.92747497558597,60.58932774645299],[-147.9130554199219,60.4917332298261],[-147.98171997070315,60.256166965894586],[-147.95562744140628,60.21730861048657],[-147.82928466796878,60.118250509394436],[-148.01055908203128,60.007225093068754],[-148.12042236328128,59.92130175321992],[-148.0613708496094,59.96257276979472],[-147.9405212402344,60.047703532481066],[-147.86499023437503,60.11619787694651],[-147.9624938964844,60.202298319594654],[-148.0064392089844,60.267066292456654],[-147.94189453125003,60.420632016057716],[-147.9020690917969,60.52215754533236],[-148.07647705078128,60.61191146138143],[-148.17535400390628,60.61864980740935],[-148.20693969726565,60.661069037242385],[-148.24539184570315,60.6960396955782],[-148.2536315917969,60.71754121734924],[-148.2316589355469,60.74037082887683],[-148.23989868164065,60.77525532466672],[-148.4239196777344,60.80139380756385],[-148.4953308105469,60.81077165171808],[-148.604850769043,60.80574814827004],[-148.68862152099612,60.778607604092954]]}}]}"
8/29/2018 13:24,8/29/2018 13:38,66.58.247.253,100,827,TRUE,8/29/2018 13:38,R_3neMKg8wyYHl8To,61.18859863,-149.8878021,I operate boat(s) for personal reasons,,,Yes,No,I DID NOT operate a boat in any of the waterbodies listed,4,,,No,,No,,,,No,,65,"$25,001 - $50,000",half the time,4,5,5,1,3,1,4,1,,gaveEmail,"{""type"":""FeatureCollection"",""features"":[{""type"":""Feature"",""properties"":{""zoomLevel"":6,""orderCreated"":1,""trackName"":""Bonnie Lake "",""boatLaunchTransport"":""inStateFreshwater"",""trackFrequency"":""5 to 10"",""trackFrequencyWithElodea"":""5 to 10"",""primaryPurpose"":""Cabin"",""rank"":1},""geometry"":{""type"":""LineString"",""coordinates"":[[-148.3074989402667,61.80788809814812],[-148.30505448393526,61.81423255044469]]}}]}"
